ROWID,Country,State lgd code,State,YearCode,Year,Type of area,Age group,Gender,Literacy rate
1612,India,13,Nagaland,2022,"Agriculture Year (Jul - Jun), 2022",urban,7 Above,female,98
1613,India,13,Nagaland,2022,"Agriculture Year (Jul - Jun), 2022",urban,7 Above,male,98.5
1614,India,13,Nagaland,2022,"Agriculture Year (Jul - Jun), 2022",urban,7 Above,person,98.2
1615,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",rural,5 Above,female,92.1
1616,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",rural,5 Above,male,94.8
1617,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",rural,5 Above,persons,93.4
1618,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",rural,7 Above,female,93.1
1619,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",rural,7 Above,male,96.8
1620,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",rural,7 Above,persons,95
1621,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,5 Above,female,92.7
1622,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,5 Above,male,95.3
1623,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,5 Above,persons,94
1624,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,7 Above,female,94.1
1625,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,7 Above,male,97.2
1626,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,7 Above,persons,95.7
1627,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",urban,5 Above,female,94.3
1628,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",urban,5 Above,male,96.5
1629,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",urban,5 Above,persons,95.4
1630,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",urban,7 Above,female,96.6
1631,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",urban,7 Above,male,98.2
1632,India,13,Nagaland,2023,"Agriculture Year (Jul - Jun), 2023",urban,7 Above,persons,97.4
1633,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,female,77.7
1634,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,male,87.3
1635,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,person,82.7
1636,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,female,77
1637,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,male,87
1638,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,person,82.2
1639,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,female,80.1
1640,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,male,89.6
1641,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,person,85
1642,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,female,79.5
1643,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,male,89.3
1644,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,person,84.5
1645,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,female,85.6
1646,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,male,95.2
1647,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,person,90.4
1648,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,female,85.2
1649,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,male,95.1
1650,India,14,Manipur,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,person,90.1
1651,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,female,81.8
1652,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,male,90.8
1653,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,person,86.4
1654,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,female,81.2
1655,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,male,90.8
1656,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,person,86.1
1657,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,female,84
1658,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,male,92.4
1659,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,person,88.3
1660,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,female,83.6
1661,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,male,92.3
1662,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,person,88
1663,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,female,89.5
1664,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,male,96.1
1665,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,person,92.8
1666,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,female,89.2
1667,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,male,96.2
1668,India,14,Manipur,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,person,92.7
1669,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,female,83.4
1670,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,male,91.5
1671,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,person,87.5
1672,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,female,83.1
1673,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,male,92
1674,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,person,87.6
1675,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,female,84.9
1676,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,male,92.5
1677,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,person,88.7
1678,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,female,84.7
1679,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,male,93
1680,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,person,88.9
1681,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,female,88.5
1682,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,male,95.2
1683,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,person,91.8
1684,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,female,88.5
1685,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,male,95.8
1686,India,14,Manipur,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,person,92.1
1687,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,female,84.8
1688,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,male,92.9
1689,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,person,89
1690,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,female,84.4
1691,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,male,93
1692,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,person,88.8
1693,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,female,86.4
1694,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,male,93.8
1695,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,person,90.2
1696,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,female,86.2
1697,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,male,93.9
1698,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,person,90.1
1699,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,female,90.5
1700,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,male,96.2
1701,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,person,93.4
1702,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,female,90.3
1703,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,male,96.4
1704,India,14,Manipur,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,person,93.4
1705,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,female,85.5
1706,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,male,91.8
1707,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,person,88.8
1708,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,female,85.6
1709,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,male,91.8
1710,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,person,88.8
1711,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,female,86.8
1712,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,male,93.1
1713,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,person,90
1714,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,female,86.9
1715,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,male,93.1
1716,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,person,90.1
1717,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,female,90.2
1718,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,male,96.6
1719,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,person,93.4
1720,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,female,90.3
1721,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,male,96.9
1722,India,14,Manipur,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,person,93.6
1723,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,female,86.1
1724,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,male,93.1
1725,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,person,89.6
1726,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,female,85.7
1727,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,male,93.3
1728,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,person,89.5
1729,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,female,87.4
1730,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,male,93.9
1731,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,person,90.7
1732,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,7 Above,female,87.1
1733,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,7 Above,male,94.1
1734,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,7 Above,person,90.7
1735,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",urban,5 Above,female,90.8
1736,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",urban,5 Above,male,96
1737,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",urban,5 Above,person,93.4
1738,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",urban,7 Above,female,90.9
1739,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",urban,7 Above,male,96.2
1740,India,14,Manipur,2022,"Agriculture Year (Jul - Jun), 2022",urban,7 Above,person,93.5
1741,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",rural,5 Above,female,88.5
1742,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",rural,5 Above,male,93.5
1743,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",rural,5 Above,persons,91
1744,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",rural,7 Above,female,88.3
1745,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",rural,7 Above,male,93.5
1746,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",rural,7 Above,persons,90.9
1747,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,5 Above,female,89.8
1748,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,5 Above,male,94.4
1749,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,5 Above,persons,92.1
1750,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,7 Above,female,89.7
1751,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,7 Above,male,94.4
1752,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,7 Above,persons,92
1753,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",urban,5 Above,female,92.8
1754,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",urban,5 Above,male,96.7
1755,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",urban,5 Above,persons,94.7
1756,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",urban,7 Above,female,93.1
1757,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",urban,7 Above,male,96.9
1758,India,14,Manipur,2023,"Agriculture Year (Jul - Jun), 2023",urban,7 Above,persons,95
1759,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,female,94.9
1760,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,male,97.6
1761,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,person,96.3
1762,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,female,95.1
1763,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,male,97.8
1764,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,person,96.5
1765,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,female,97
1766,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,male,98.2
1767,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,person,97.6
1768,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,female,97.1
1769,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,male,98.4
1770,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,person,97.8
1771,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,female,99
1772,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,male,98.9
1773,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,person,99
1774,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,female,99.1
1775,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,male,99.2
1776,India,15,Mizoram,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,person,99.1
1777,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,female,97
1778,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,male,97.9
1779,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,person,97.5
1780,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,female,97.2
1781,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,male,98
1782,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,person,97.7
1783,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,female,98.2
1784,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,male,98.7
1785,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,person,98.5
1786,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,female,98.4
1787,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,male,98.9
1788,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,person,98.6
1789,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,female,99.4
1790,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,male,99.8
1791,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,person,99.6
1792,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,female,99.6
1793,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,male,99.9
1794,India,15,Mizoram,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,person,99.7
1795,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,female,99.6
1796,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,male,99.6
1797,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,person,99.6
1798,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,female,99.8
1799,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,male,99.9
1800,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,person,99.8
1801,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,female,99.5
1802,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,male,99.5
1803,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,person,99.5
1804,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,female,99.8
1805,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,male,99.7
1806,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,person,99.8
1807,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,female,99.5
1808,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,male,99.3
1809,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,person,99.4
1810,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,female,99.8
1811,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,male,99.6
1812,India,15,Mizoram,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,person,99.7
1813,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,female,98
1814,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,male,97.7
1815,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,person,97.8
1816,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,female,98
1817,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,male,97.6
1818,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,person,97.8
1819,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,female,98.8
1820,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,male,98.7
1821,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,person,98.7
1822,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,female,99
1823,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,male,98.7
1824,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,person,98.8
1825,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,female,99.6
1826,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,male,99.7
1827,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,person,99.7
1828,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,female,99.9
1829,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,male,99.8
1830,India,15,Mizoram,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,person,99.9
1831,India,15,Mizoram,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,female,98.6
1832,India,15,Mizoram,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,male,98.5
1833,India,15,Mizoram,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,person,98.6
1834,India,15,Mizoram,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,female,99.6
